rxn_ID,v_Control,v_Cold
rxn00001_d0_f,0.0,0.0
rxn00001_d0_r,0.0,0.0
rxn00018_d0,37.27794094175677,37.231343237164495
rxn00048_d0,0.0,0.0
rxn00069_d0_f,0.0,0.0
rxn00069_d0_r,1.7838692905025868,0.7464572672957351
rxn00076_d0,0.0,0.0
rxn00077_d0_f,0.0,0.0
rxn00077_d0_r,0.0,0.0
rxn00086_d0_f,1.1944268910447762,1.1944268910447762
rxn00086_d0_r,1.2657054611940204,1.2657054611940204
rxn00097_d0_f,4.8496457923190155,7.582434320942869
rxn00097_d0_r,0.0,0.0
rxn00102_d0_f,1.181185041443984,1.181185041443984
rxn00102_d0_r,3.674461070658207,3.674461070658207
rxn00117_d0_f,0.0,0.0
rxn00117_d0_r,2.3733688074626866,2.3733688074626866
rxn00121_d0,0.9005563502223923,2.147925100955278
rxn00122_d0,1.0945782713766214,1.7706533102412627
rxn00124_d0_f,1.5695119195188683,0.5845738996496306
rxn00124_d0_r,1.5695119195188683,0.5845738996496306
rxn00148_d0_f,0.0,0.0
rxn00148_d0_r,7.63486754777365,10.267751849416193
rxn00151_d0,0.0,0.0
rxn00154_c0,0.7408998632531058,0.3664094411779736
rxn00154_d0,2.6077266212555843,2.5859191331013327
rxn00161_d0_f,1.1083948039438198,0.6947585924465454
rxn00161_d0_r,1.0192992127282623,0.6389121311262062
rxn00175_d0,0.0,0.0
rxn00179_d0_f,0.39255138112328164,3.160838942240885
rxn00179_d0_r,0.36569033392842876,2.9445527486732783
rxn00187_d0,3.733654108210023,3.264364356297788
rxn00191_d0_f,0.0,0.0
rxn00191_d0_r,0.0,0.0
rxn00192_d0,0.0,0.0
rxn00208_d0,0.0,0.0
rxn00209_d0,0.0,0.0
rxn00211_d0_f,1.3615941242270186,2.5871110320728525
rxn00211_d0_r,1.3221501551772767,2.512165109744303
rxn00213_d0_f,0.0,0.0
rxn00213_d0_r,1.9206508524167707,2.9425160013306777
rxn00237_d0_f,1.3736806910447799,1.3736806910447799
rxn00237_d0_r,1.182289889552239,1.182289889552239
rxn00239_d0_f,0.8692681923899936,1.0357851596381351
rxn00239_d0_r,0.8692681923899936,1.0357851596381351
rxn00248_d0_f,0.0,0.0
rxn00248_d0_r,0.0,0.0
rxn00249_d0_f,0.0,0.0
rxn00249_d0_r,0.0,0.0
rxn00257_c0_f,1.1632618768057774,0.5191147947137429
rxn00257_c0_r,1.6144010882825957,0.7204392288954796
rxn00260_d0_f,1.1651754680007054,1.165222536020772
rxn00260_d0_r,2.2802033704762543,2.2802954807728963
rxn00272_d0_f,0.0,0.0
rxn00272_d0_r,0.0,0.0
rxn00275_d0_f,0.0,0.0
rxn00275_d0_r,0.0,0.0
rxn00300_d0,0.0,0.0
rxn00313_d0,0.06179731677579359,0.23732241480167635
rxn00333_d0,0.0,0.0
rxn00337_d0_f,1.4334375362364966,1.6915250778262423
rxn00337_d0_r,1.148458918978683,1.355236634451541
rxn00338_d0,0.0,0.0
rxn00361_d0_f,1.2026345769047009,1.2026345769047009
rxn00361_d0_r,1.2026345769047009,1.2026345769047009
rxn00391_d0_f,0.0,0.0
rxn00391_d0_r,0.0,0.0
rxn00394_d0_f,1.6709966223004649,1.0159771517315885
rxn00394_d0_r,1.6709966223004649,1.0159771517315885
rxn00409_d0_f,1.1948162611940298,1.1948162611940298
rxn00409_d0_r,1.1948162611940298,1.1948162611940298
rxn00414_d0,0.12660111975157473,0.42140062315768345
rxn00416_d0,0.0,0.0
rxn00420_d0,1.1186418415204642,0.18568056738766972
rxn00459_d0_f,2.981411903042222,12.612678047483072
rxn00459_d0_r,0.4552204192354795,1.9257817353579083
rxn00493_d0_f,1.1916704707171695,1.191718609020085
rxn00493_d0_r,1.1962789037501598,1.196327228213722
rxn00495_c0,0.09850607479439936,0.8129866390510934
rxn00499_c0_f,1.4202611061071155,3.75068366479729
rxn00499_c0_r,1.4626320387069198,3.86257855798345
rxn00506_d0_f,0.7400150093403565,2.176861452544726
rxn00506_d0_r,0.7400150093403565,2.176861452544726
rxn00527_d0_f,0.9850172084967687,1.4515278129632099
rxn00527_d0_r,0.9850172084967687,1.4515278129632099
rxn00533_d0,2.4361866027788963,0.8081981593073604
rxn00611_d0_f,1.1915660499718952,2.414930783113659
