rxn_ID,v_Control,v_FeLim,v_FeEX,v_ZnLim,v_ZnEx
rxn00001_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00001_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00018_d0,36.49604424441167,36.49604424441167,36.49604424441167,36.49604424441167,36.49604424441167
rxn00048_d0,0.0,0.0,0.0,0.0,0.0
rxn00069_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00069_d0_r,1.674363360619481,0.8051143497784803,1.6741387163037729,1.6739388191155877,1.6745739865008025
rxn00076_d0,0.0,0.0,0.0,0.0,0.0
rxn00077_d0_f,1.1940298509687037,1.1940298509687037,1.1940298509687037,1.1940298509687037,1.1940298509687037
rxn00077_d0_r,1.1930329538002982,1.1930329538002982,1.1930329538002982,1.1930329538002982,1.1930329538002982
rxn00086_d0_f,1.326950774978236,1.3829658349088492,1.0239629538105677,1.2289771798293005,1.0185913631446006
rxn00086_d0_r,1.4033406180553682,1.4625803504597028,1.082910407501658,1.2997268833471844,1.0772295853436225
rxn00097_d0_f,5.658810710879371,5.658810710879371,5.658810710879371,5.658810710879371,5.658810710879371
rxn00097_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00102_d0_f,1.1788805061467904,1.1843472283808933,1.1783176804098927,1.1771042079356115,1.176743886773526
rxn00102_d0_r,3.6131681900196684,3.6299232273427426,3.611443177146456,3.6077239875248814,3.606619633899345
rxn00117_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00117_d0_r,1.4803183978042438,1.9276246886402004,0.9928965975867424,1.0396788593757105,1.0483437095386776
rxn00121_d0,0.9142443935183109,1.3974006883709125,0.8136029764680163,0.5760749984129904,0.7914833474957195
rxn00122_d0,1.6681516028155043,2.8255443636010753,1.140223795416114,1.9165416429837074,1.9559159261742949
rxn00124_d0_f,1.0521555943385579,1.081973391000622,1.1487415396941891,1.3922173690822157,1.2937259179392695
rxn00124_d0_r,1.0512771481825702,1.081070049925101,1.1477824537992916,1.391055004881759,1.292645784387131
rxn00148_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00148_d0_r,7.296044280102145,5.7312946282684,7.3083667526347105,6.873701267531539,5.9585257882436675
rxn00151_d0,0.0,0.0,0.0,0.0,0.0
rxn00154_c0,0.6166782518029618,0.35763177409394425,0.6136711401948833,0.6255915580760333,0.5816370119542462
rxn00154_d0,3.178587512308478,3.21613330139283,2.8429351018139744,3.7251264071816403,4.42917999522276
rxn00161_d0_f,1.4485027084915347,1.1974471735063885,1.3654482291719325,1.5393684179474163,1.249764419506333
rxn00161_d0_r,1.3236448757292516,1.094229790442584,1.2477495147380127,1.4066781555399837,1.1420374018292478
rxn00175_d0,0.06869799978384826,0.06653074879446219,0.06851923787387454,0.07035846384428243,0.06542642699816811
rxn00179_d0_f,1.3486693452376584,3.3961085002340146,1.7288996671749823,1.7711589606162927,4.26528237341172
rxn00179_d0_r,1.2572495857116595,3.1659027618801976,1.6117059366465671,1.6511006773657553,3.976159550041646
rxn00187_d0,4.186691894187707,4.186691894187707,4.186691894187707,3.0450207537338994,3.8542136344514875
rxn00191_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00191_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00192_d0,0.0,0.0,0.0,0.0,0.0
rxn00211_d0_f,1.385769787573981,0.6880775258670009,1.5345701963399538,2.3913419230723783,2.4518953573269657
rxn00211_d0_r,1.345369274527322,0.6680174225870983,1.4898315797283281,2.3216251191498145,2.3804131881665684
rxn00213_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00213_d0_r,2.369027689203813,2.370827211821438,2.368377997179264,2.3680676788788935,2.367856450994993
rxn00237_d0_f,0.861254405796681,1.1214987655874344,0.5776707027626895,0.6048887858039101,0.6099300258435482
rxn00237_d0_r,0.7374182509713647,0.9602431669664702,0.4946098579021089,0.5179143670645137,0.5222307483657135
rxn00239_d0_f,0.9129400734926318,0.9915656917107345,1.3150983553958822,3.5327083115357336,1.7168659827530457
rxn00239_d0_r,0.9121778585668909,0.990737832147967,1.3140003779662517,3.5297588484970044,1.7154325689775447
rxn00248_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00248_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00257_c0_f,1.1083148981480875,1.390501285201512,1.1640824074176532,1.4224494006316644,1.27122625273266
rxn00257_c0_r,1.5280486550438082,1.917102821805575,1.6049360700527482,1.9611501181974222,1.7526567304926501
rxn00260_d0_f,1.178273521699028,1.1521132628870565,1.1698279456238596,1.178740227292952,1.1352113542944362
rxn00260_d0_r,2.3041837834570282,2.2530258451553467,2.2876679583315553,2.3050964539374927,2.219973160043293
rxn00272_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00272_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00275_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00275_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00300_d0,0.0,0.0,0.0,0.0,0.0
rxn00313_d0,0.07614436203467544,0.1281140928227097,0.0738594375416028,0.08514400325645746,0.0854025852203703
rxn00330_c0,0.03326607503132707,0.041124449219811905,0.0,0.23545288373650028,0.12492880179679539
rxn00333_d0,0.0,0.0,0.0,0.0,0.0
rxn00337_d0_f,1.4722122222236862,1.3397728783522698,1.465066116050058,1.3109121603976042,1.2365743031377467
rxn00337_d0_r,1.183777078871624,1.077285190508562,1.1780310345419913,1.0540788511786874,0.9943052328183316
rxn00338_d0,0.0,0.0,0.0,0.0,0.0
rxn00361_d0_f,1.0950094084680886,1.861463903628087,0.6722061019363944,0.30937693262783267,0.49735851392416514
rxn00361_d0_r,1.0940951836036152,1.8599097648491358,0.6716448761353296,0.30911863340034146,0.4969432686153389
rxn00391_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00391_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00394_d0_f,1.203827047604736,1.488233659435589,1.014443715759638,1.0979966393989193,1.1355972079493404
rxn00394_d0_r,1.2028219707433547,1.4869911311019686,1.0135967553030574,1.0970799204912243,1.1346490962751345
rxn00409_d0_f,0.7458539188577692,0.9712278319595705,0.5002679284599068,0.5238390286638145,0.5282047870438702
rxn00409_d0_r,0.7452312043928417,0.9704169525039427,0.4998502540768744,0.5234016747367318,0.5277637881390983
rxn00414_d0,0.16468392727071293,0.13456316748421396,0.1704404684632796,0.15555680598921728,0.14266281977396272
rxn00416_d0,0.021373298219986053,0.036670410679192154,0.026607214450719334,0.007757812648536984,0.013215340012686804
rxn00420_d0,0.5263416088156292,1.0166538040522608,0.5318597447059471,0.588102497043525,0.40927584814972556
rxn00459_d0_f,8.176587467907728,6.81300005832601,6.713678300711517,10.247344536465981,7.645510491558136
rxn00459_d0_r,1.2705253690858644,1.058643284580632,1.0432100964386721,1.592291558115621,1.1880035622761307
rxn00493_d0_f,1.20827717283161,1.1814507670983356,1.1996165379322326,1.2087557626540797,1.1641184669543914
rxn00493_d0_r,1.2119344873458053,1.1850268812015177,1.2032476377115708,1.2124145258040215,1.167642118200287
