rxn_ID,v_Control,v_FeLim,v_FeEX,v_ZnLim,v_ZnEx
rxn00001_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00001_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00018_d0,24.66641922429911,24.66641922429911,24.66641922429911,24.66641922429911,24.66641922429911
rxn00048_d0,0.0,0.0,0.0,0.0,0.0
rxn00069_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00069_d0_r,1.7411443023407644,0.837225835096478,1.7409106982261808,1.7407028282629171,1.7413633289044206
rxn00076_d0,0.0,0.0,0.0,0.0,0.0
rxn00077_d0_f,1.2419444205607477,1.2419444205607477,1.2419444205607477,1.2419444205607477,1.2419444205607477
rxn00077_d0_r,1.2419444205607477,1.2419444205607477,1.2419444205607477,1.2419444205607477,1.2419444205607477
rxn00086_d0_f,1.3801977494902542,1.4384605434925877,1.0650518399478068,1.2782927368222083,1.0594647017599021
rxn00086_d0_r,1.4330647243955195,1.4935592114067495,1.1058474932635167,1.3272563509594737,1.100046345818981
rxn00097_d0_f,5.3486644750777925,5.3486644750777925,5.3486644750777925,5.3486644750777925,5.3486644750777925
rxn00097_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00102_d0_f,1.21233703642684,1.2179589037812535,1.2117582377425482,1.210510327020821,1.210139779974257
rxn00102_d0_r,2.9265969269944594,2.9401681858350615,2.925199699655938,2.9221872274030622,2.9212927221498224
rxn00117_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00117_d0_r,1.5384692357427958,2.003346905591456,1.0319002127695631,1.0805202060409775,1.0895254345295373
rxn00121_d0,0.9517210747691461,1.4546828992863523,0.8469541674952675,0.5996894490403725,0.8239278112952637
rxn00122_d0,1.7365324278334204,2.941369001111035,1.186963818147871,1.9951044657554653,2.0360927784890017
rxn00124_d0_f,1.0943769696297145,1.1253913083146492,1.1948387594599217,1.4480848969870026,1.3456411363719092
rxn00124_d0_r,1.0943769696297145,1.1253913083146492,1.1948387594599217,1.4480848969870026,1.3456411363719092
rxn00148_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00148_d0_r,5.890199216809784,4.626954803824194,5.900147322286395,5.549235759576813,4.81040171685504
rxn00151_d0,0.0,0.0,0.0,0.0,0.0
rxn00154_c0,0.31953633497674283,0.1853095127501309,0.3179781781594688,0.32415482964668707,0.3013794609154906
rxn00154_d0,2.1837631197251945,2.2095579450008533,1.9531621523941356,2.5592479781718254,3.0429490730514743
rxn00161_d0_f,1.3783345915606133,1.1394406452502568,1.2993034229206326,1.464798600081637,1.189223548295019
rxn00161_d0_r,1.7322443097943765,1.4320104756627892,1.632920609285634,1.8409093521430357,1.4945759449271818
rxn00175_d0,0.04653540981154713,0.04506733340069253,0.0464143180946777,0.04766019329538616,0.04431927570591157
rxn00179_d0_f,1.3704980148241959,3.451075665160994,1.7568824931480804,1.7998257675494,4.3343174115040854
rxn00179_d0_r,1.3087924585371986,3.2956937956479657,1.6777802905925405,1.7187900790587796,4.139168302123153
rxn00187_d0,2.368954869158912,2.368954869158912,2.368954869158912,1.7229633618996967,2.180828775288703
rxn00191_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00191_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00192_d0,0.0,0.0,0.0,0.0,0.0
rxn00211_d0_f,1.4270272519235443,0.7085631319523319,1.580257781489459,2.46253751776888,2.524893763123409
rxn00211_d0_r,1.3999125964285777,0.6950998675378472,1.5502316237685252,2.4157473416543525,2.4769187686331504
rxn00213_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00213_d0_r,2.4620893882485415,2.4639596008935687,2.461414174595885,2.461091666168566,2.460872140692429
rxn00237_d0_f,0.7901325048340522,1.0288860328118765,0.5299669833571609,0.5549374125188525,0.5595623498116892
rxn00237_d0_r,0.7756604061314971,1.0100409148988232,0.5202600867982716,0.5447731565762368,0.5493133833318083
rxn00239_d0_f,0.9495749454342673,1.0313556880010388,1.3678712166596751,3.6744704275365576,1.7857611569767848
rxn00239_d0_r,0.9495749454342673,1.0313556880010388,1.3678712166596751,3.6744704275365576,1.7857611569767848
rxn00248_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00248_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00257_c0_f,1.1515523473179083,1.4447473561872306,1.209495452035482,1.477941827702004,1.3208191803182334
rxn00257_c0_r,1.4399567469886747,1.8065819657102615,1.5124116073985137,1.8480899382585783,1.6516161811324315
rxn00260_d0_f,1.2554306872107976,1.2275573699435403,1.2464320674670128,1.2559279541982284,1.2095486696470164
rxn00260_d0_r,1.7865416503396185,1.7468765037581533,1.773736157267311,1.7872492865264937,1.7212492083001276
rxn00272_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00272_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00275_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00275_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00300_d0,0.0,0.0,0.0,0.0,0.0
rxn00313_d0,0.051579535739181004,0.08678338425676815,0.05003174754577412,0.057675815274983284,0.05785097647264459
rxn00330_c0,1.0558044687194272e-05,1.3052149139630697e-05,0.0,7.472844529682881e-05,3.96501201553258e-05
rxn00333_d0,0.0,0.0,0.0,0.0,0.0
rxn00337_d0_f,1.4285775872894682,1.3000635894609123,1.4216432832795365,1.2720582691675901,1.1999236983730672
rxn00337_d0_r,1.2323048777621262,1.1214474572104547,1.2263232798906814,1.0972897963960837,1.0350658162382904
rxn00338_d0,0.0,0.0,0.0,0.0,0.0
rxn00361_d0_f,1.1389504409836673,1.9361615685826996,0.6991806922494403,0.3217917500266968,0.5173167411898247
rxn00361_d0_r,1.1389504409836673,1.9361615685826996,0.6991806922494403,0.3217917500266968,0.5173167411898247
rxn00391_d0_f,0.0,0.0,0.0,0.0,0.0
rxn00391_d0_r,0.0,0.0,0.0,0.0,0.0
rxn00394_d0_f,1.252134763531977,1.5479541724415222,1.0551517717404355,1.142057544867596,1.1811669660292377
rxn00394_d0_r,1.252134763531977,1.5479541724415222,1.0551517717404355,1.142057544867596,1.1811669660292377
rxn00409_d0_f,0.7757838820589541,1.0102017014205418,0.5203429060271874,0.5448598779948244,0.5494008275005906
rxn00409_d0_r,0.7757838820589541,1.0102017014205418,0.5203429060271874,0.5448598779948244,0.5494008275005906
rxn00414_d0,0.11195559132018591,0.09147886642785653,0.11586900888226165,0.10575078264786676,0.09698518010773428
rxn00416_d0,0.014478079769106814,0.024840206013819276,0.01802348749763982,0.005255072436797616,0.008951952333713025
rxn00420_d0,0.21788648087844792,0.4208580813800496,0.2201707905169276,0.24345326557970676,0.169425469634727
rxn00459_d0_f,6.249846193848065,5.207576223007265,5.131658768295307,7.832647482785346,5.843912858907766
rxn00459_d0_r,1.3151778971881853,1.095849231164037,1.0798736446694075,1.6482525371529793,1.2297558670635271
rxn00493_d0_f,1.2567524650748196,1.2288498014373197,1.2477443711509744,1.2572502556088734,1.2108221407141835
