rxn_ID,v_Control,v_Cold
rxn00001_d0_f,0.0,0.0
rxn00001_d0_r,0.0,0.0
rxn00018_d0,37.27485464883153,37.25251571855851
rxn00048_d0,0.0,0.0
rxn00069_d0_f,0.0,0.0
rxn00069_d0_r,1.631334272699063,0.5387898538354571
rxn00076_d0,0.0,0.0
rxn00077_d0_f,7.168897567164179,0.0
rxn00077_d0_r,7.168897567164179,0.0
rxn00086_d0_f,1.1944268910447762,1.1944268910447762
rxn00086_d0_r,1.2657054611940204,1.2657054611940204
rxn00097_d0_f,4.829247863953673,7.634534456722423
rxn00097_d0_r,0.0,0.0
rxn00102_d0_f,1.1811859992948042,0.901199707923888
rxn00102_d0_r,3.6744640503653883,2.8034754314249524
rxn00117_d0_f,0.0,0.0
rxn00117_d0_r,2.3733688074626866,2.3733688074626866
rxn00121_d0,0.6996057387527528,1.817364072241786
rxn00122_d0,1.1050837677692797,1.8338980826396145
rxn00148_d0_f,0.0,0.0
rxn00148_d0_r,6.653441485959069,10.190267387573616
rxn00151_d0,0.0,0.0
rxn00154_c0,0.1079677866039071,0.43061815679504495
rxn00154_d0,1.8059009866273772,2.9483639810688724
rxn00161_d0_f,1.154250633235842,1.032541320464156
rxn00161_d0_r,1.0614690339237876,0.9495430250247368
rxn00175_d0,0.42369851641791495,0.0
rxn00179_d0_f,0.7703950203711116,12.61667123363366
rxn00179_d0_r,0.7176793301558497,11.753352397564793
rxn00187_d0,4.138494537473843,3.792617881629495
rxn00191_d0_f,0.0,0.0
rxn00191_d0_r,0.0,0.0
rxn00192_d0,0.0,0.0
rxn00208_d0,0.0,0.0
rxn00209_d0,0.0,0.0
rxn00211_d0_f,1.5382861676536541,2.08281572550439
rxn00211_d0_r,1.4937236134335974,2.0224787149728924
rxn00213_d0_f,0.0,0.0
rxn00213_d0_r,2.4542344779378658,2.4541326867188933
rxn00237_d0_f,1.3736806910447799,1.3736806910447799
rxn00237_d0_r,1.182289889552239,1.182289889552239
rxn00239_d0_f,0.9861132719385793,0.5798882767496923
rxn00239_d0_r,0.9861132719385793,0.5798882767496923
rxn00248_d0_f,0.0,0.0
rxn00248_d0_r,0.0,0.0
rxn00249_d0_f,0.0,0.0
rxn00249_d0_r,0.0,0.0
rxn00257_c0_f,1.4766371554458255,0.6602871298668087
rxn00257_c0_r,2.0493103730831534,0.9163613819813554
rxn00260_d0_f,1.1651950576413337,1.0766893091728291
rxn00260_d0_r,2.2802417066460534,2.1070393766049906
rxn00272_d0_f,0.0,0.0
rxn00272_d0_r,0.0,0.0
rxn00275_d0_f,0.0,0.0
rxn00275_d0_r,0.0,0.0
rxn00300_d0,0.0,0.0
rxn00313_d0,0.04079387142595376,0.28637940710719906
rxn00333_d0,0.0,0.0
rxn00337_d0_f,1.494229932177161,2.0307918796338233
rxn00337_d0_r,1.1971653101252733,1.6270545369408795
rxn00338_d0,0.0,0.0
rxn00361_d0_f,1.2645492069192221,1.2645492069192221
rxn00361_d0_r,1.2645492069192221,1.2645492069192221
rxn00391_d0_f,0.0,0.0
rxn00391_d0_r,0.0,0.0
rxn00394_d0_f,0.8405515843539474,0.7507909697811455
rxn00394_d0_r,0.8405515843539474,0.7507909697811455
rxn00409_d0_f,1.1948162611940298,1.1948162611940298
rxn00409_d0_r,1.1948162611940298,1.1948162611940298
rxn00414_d0,0.08389244041045726,0.6374688788284248
rxn00416_d0,0.0,0.0
rxn00420_d0,0.9992075286462018,0.26881883136411894
rxn00459_d0_f,3.02869489588508,15.820200785057155
rxn00459_d0_r,0.46243987918419416,2.4155261560519747
rxn00493_d0_f,1.1916905058079434,1.1011722192192195
rxn00493_d0_r,1.1962990163207206,1.1054306770351683
rxn00495_c0,0.06600701179140579,0.9777041955161602
rxn00499_c0_f,1.7725517079484425,2.3862289114730544
rxn00499_c0_r,1.825432596275386,2.4574177541027447
rxn00506_d0_f,0.6954512101054102,2.3877695281627154
rxn00506_d0_r,0.6954512101054102,2.3877695281627154
rxn00527_d0_f,1.2419696056891023,1.1538819539996956
rxn00527_d0_r,1.2419696056891023,1.1538819539996956
rxn00533_d0,2.4839255640836075,0.7351465648828821
rxn00611_d0_f,0.5864648735308426,1.9468330580486222
rxn00611_d0_r,0.6448073719030128,2.1405072398222993
rxn00689_d0_f,0.0,0.0
