rxn_ID	control	cold
rxn00799_c0_f	0.5479549	0
rxn00800_d0_f	0	0
rxn00802_d0_f	0.3449653	0.59917545
rxn00830_d0_f	0	0
rxn00834_d0_f	0.57675403	1.0479274
rxn00838_d0	0	0
rxn00839_d0_f	0	0
rxn00863_d0_f	3.6695561	2.8180518
rxn00899_d0_f	0.65384746	0
rxn00907_d0_f	0	1.5582504
rxn00917_d0	0.5639909	0.56265116
rxn00929_d0_f	1.4250094	1.0294719
rxn00931_d0_f	0.08931216	0.19024487
rxn00947_d0	0	0
rxn00974_d0_f	0.7573134	0.31027925
rxn00980_d0	1.043831	0.980564
rxn01000_d0	0	0
rxn01007_d0	0	0
rxn01011_d0_f	0.68252957	0.24655192
rxn01018_d0	0.06146012	0
rxn01019_d0	0.07586465	0.12678036
rxn01069_d0	0.15417568	0.2939159
rxn01100_d0_f	46.875107	52.845123
rxn01101_d0_f	1.7101765	3.0821588
rxn01102_d0_f	1.895524	0.7420999
rxn01106_d0_f	0	0.048248053
rxn01111_d0_f	27.386631	33.98775
rxn01115_d0_f	10.948094	9.569037
rxn01116_d0_f	1.1916252	1.2308995
rxn01200_d0_f	8.479323	12.026601
rxn01207_d0_f	0.6418686	0
rxn01211_d0_f	0.83048964	3.8426242
rxn01213_d0	3.3770907	3.249046
rxn01249_d0_f	0.06923735	0
rxn01255_d0	0	0
rxn01256_d0	0	0.23678255
rxn01257_d0_f	0.34688872	0.39103436
rxn01258_d0_f	1.4677894	0.3161418
rxn01301_d0_f	0.820529	0.88808066
rxn01302_d0_f	0.03052213	0.009176195
rxn01332_d0	0.29302055	0.77545756
rxn01334_d0_f	0.51268023	0.6767123
rxn01345_d0	3.5468276	3.8520966
rxn01353_d0_f	0	0
rxn01361_c0_f	0.44206142	0.4092928
rxn01362_c0_f	0	1.2668788
rxn01396_d0_f	3.1558325	2.5774617
rxn01434_d0	0	0
rxn01465_d0_f	0.88812935	1.7714609
rxn01476_d0_f	0.9308916	0.8104045
rxn01486_d0	1.069394	0.99163544
rxn01512_d0_f	0	0
rxn01611_c0	1.1133269	1.0559024
rxn01636_d0_f	0.3828036	0.08599311
rxn01637_d0_f	1.0320263	1.1468089
rxn01643_d0_f	0.36368352	1.2884822
rxn01644_d0	0	0
rxn01652_d0_f	0.93281245	0.85276085
rxn01673_d0_f	0	0
rxn01678_d0_f	0	0
rxn01739_d0_f	0.8010211	0.25669503
rxn01740_d0_f	0.982803	1.3708794
rxn01807_d0_f	3.1850338	2.5358567
rxn01827_d0	0.85564315	0.88610476
rxn01917_d0_f	0	0
rxn01935_d0_f	0.3390713	0.37976867
rxn01974_d0_f	0.24085522	0.2685113
rxn01975_d0_f	0.63135314	0.34945056
rxn02159_d0_f	1.6545347	0.9642889
rxn02212_d0	0	0
rxn02213_d0_f	0	0
rxn02251_d0	0	0
rxn02305_d0_f	0.982862	1.1954306
rxn02320_d0_f	0.4044731	0.7705917
rxn02374_d0	0	0
rxn02380_d0_f	0.1787719	0.15665714
rxn02465_d0_f	0.7258316	0.66206396
rxn02473_d0	0	0
rxn02474_d0_f	0	0
rxn02475_d0	4.0123873	4.211784
rxn02476_d0_f	0	2.6536574
rxn02484_d0_f	0	0
rxn02507_d0	0	0
rxn02789_d0_f	0.2628008	0.34180987
rxn02811_d0_f	0.30412728	0.33139437
rxn02834_d0	0.014449428	0.13079667
rxn02835_d0_f	0.51633537	2.085419
rxn02895_d0	0	0
rxn02914_d0_f	0.811551	1.0494113
rxn02928_d0_f	0.8879149	0.86598253
rxn02929_d0_f	0.067677	0.06318315
rxn02937_d0	0	0.1313019
rxn02938_d0_f	0	14.489017
rxn03004_d0_f	1.0220627	1.342001
rxn03062_d0_f	0.42694712	0.055300474
rxn03080_d0	0.03651535	0.031383816
rxn03084_d0	0	0
rxn03108_d0_f	0	0
rxn03136_d0_f	1.1376472	1.043343
rxn03137_d0_f	1.6312059	1.4553604
rxn03147_d0	0.65797323	1.3901676
rxn03175_d0_f	0.26879287	1.068638
rxn03891_d0	2.9876363	2.8815234
rxn03892_d0	1.7683437	1.6999049
rxn03907_d0_f	1.1453567	0.9676071
rxn03908_d0_f	0.66879624	0.77221614
rxn03909_d0	0	0
rxn03910_d0	1.9159856	1.9250908
rxn03958_d0_f	0.006995916	0
rxn03983_d0_f	0.7854766	0.56577647
rxn04113_d0	5.7183194	5.0920315
rxn04179_d0	5.6546555	5.341764
rxn04180_d0_f	3.6822634	3.6548111
rxn04184_d0_f	0.82070214	0.50245
rxn04674_d0	0.06837214	0
rxn04954_c0_f	0	0
rxn05023_d0	0.5284079	1.4246739
rxn05024_d0_f	0	0
rxn05039_d0	1.5232928	1.7242191
rxn05040_d0	0	0
rxn05104_d0	0	0
rxn05105_d0_f	1.2949557	0.0399431
rxn05106_d0	1.3923167	1.0009215
rxn05238_c0_i	109.83062	109.82908
rxn05238_d0_o	46.14511	46.138397
rxn05287_d0	0	0
rxn05319_c0_i	301.188	298.72086
rxn05319_d0_o	28.037077	28.077194
rxn05324_d0_f	1.4332241	1.651907
rxn05325_d0_f	1.413684	1.3827394
rxn05326_d0_f	2.208219	1.7228172
rxn05330_d0_f	0	0.14234829
rxn05331_d0_f	0	0.3114133
rxn05335_d0_f	0	0
rxn05337_d0_f	0.07005346	0.12599945
rxn05338_d0_f	0.7565144	0.7865293
rxn05340_d0_f	0.070052266	0
rxn05342_d0_f	0.28296483	0.41687816
rxn05343_d0_f	2.0686421	1.9589115
rxn05345_d0_f	4.0510774	3.654771
rxn05346_d0_f	2.6434789	2.5058866
rxn05348_d0_f	2.6409357	2.6328104
rxn05350_d0_f	1.3948382	0.9511215
rxn05465_d0_f	0	0.7943497
rxn05467_c0_i	179.04631	182.49051
rxn05467_d0_o	88.243904	89.64316
rxn05468_c0_i	142.59045	142.35439
rxn05468_d0_o	110.15088	109.66103
rxn05736_d0	0	0
rxn06556_d0_f	7.1259127	7.212116
rxn07441_d0_f	0.92409784	0.68135834
rxn07447_d0	4.6978283	4.490845
rxn07579_d0_f	0.19247064	0
rxn08173_y0	96.31359	102.7893
rxn08217_c0_o	0.21657191	0.2989956
rxn08352_d0	0	0
rxn08392_d0_f	1.3946161	0.62609506
rxn08436_d0_f	1.7034441	0.5424184
rxn08730_c0_o	299.5136	304.48813
rxn08730_d0_i	30.787706	24.830952
rxn08756_d0	4.394359	4.9379673
rxn08766_d0_f	8.122331	7.242477
rxn09118_d0_i	0.2967048	0.12207269
rxn09121_c0_o	210.77016	208.95856
rxn09121_d0_i	1.1274213	0.78791946
rxn09444_d0	0	0
rxn09449_d0	0	0
rxn09453_d0	0	0
rxn09736_c0_o	112.53076	112.4516
rxn09736_d0_i	44.455063	44.565136
rxn09817_d0_i	1.5666237	2.1880655
rxn09839_d0_i	20.513033	20.115318
rxn10929_d0_o	3.7304409	4.8673663
rxn10967_d0_o	21.823824	21.439962
rxn11013_d0_o	2.108312	0.91692746
rxn11040_d0_f	12.189568	10.978346
rxn11700_d0_f	1.373879	0.43747678
rxn11702_d0	0	0
rxn11703_d0	0	0
rxn12020_d0	0	0.4819156
rxn12282_d0	0	0
rxn13360_d0_i	3.8641148	3.9394326
rxn13361_d0_o	1.2340796	1.18908
rxn13365_d0_i	4.7407317	5.12356
rxn13975_d0_f	1.118622	1.2191315
rxn13995_d0_f	0.9174024	0.97914875
rxn14004_d0	1.8523341	2.1643906
rxn14012_d0	0.9496498	0.8695427
rxn14059_d0_f	0.9174024	0.97914875
rxn14085_d0	2.4689581	2.5041823
rxn14094_d0_f	0.5753727	0.7875639
rxn14102_d0	1.0056889	1.2752011
rxn14142_d0_f	0	0
rxn14156_d0_f	0.9174024	0.97914875
rxn14183_d0	1.5280279	1.8573011
rxn14205_d0	1.0056889	1.2752011
rxn14248_d0_f	1.0350926	1.1356741
rxn14261_d0_f	1.1948162	1.1948162
rxn14278_d0_f	0.9174024	0.9791486
rxn14308_d0	1.0056889	1.2752011
rxn14347_d0	1.0056889	1.2752011
rxn15022_d0	0	0
rxn15069_d0_f	6.6443295	4.8535156
rxn15116_d0_f	0.87272286	0.124535084
rxn15166_d0	1.0283754	0.5982443
rxn15250_d0	5.001337	3.2914622
rxn15271_d0_f	6.8652744	9.439824
rxn15280_d0_f	0.22625792	0.323802
rxn15298_d0_f	6.431006	5.268698
rxn15364_d0_f	0	0
rxn15435_d0_f	0	0
rxn15493_d0_f	32.51188	32.24066
rxn15494_d0_f	57.466396	57.546062
rxn16426_d0	0.19326994	0.27131498
rxn16427_d0	0	0
rxn16428_d0	0	0
rxn16809_d0	2.7435162	2.5579748
rxn17196_d0	42.328552	44.82908
rxn17469_d0_f	1.7607926	1.7031481
rxn17744_d0_f	0.71634245	0
rxn17803_d0_f	0	0
rxn18935_d0_f	0	0
rxn18936_d0_f	0	0
rxn18937_d0_f	1.1477071	0.8914876
rxn19027_d0_f	0.020200856	0.120312765
rxn19029_d0_f	0.2154768	0.14056922
rxn19030_d0_f	0	0
rxn19071_d0	0.67214817	0
rxn19240_d0_f	1.1062403	0.7789841
rxn19241_d0_f	1.0297703	0.77973896
rxn19242_d0_f	1.0580044	0.77817976
rxn19246_d0	0	0
rxn19253_d0	0	0
rxn19343_d0	0.044361547	0.044361547
rxn19345_d0	0	0
rxn19544_d0	0	0
rxn19545_d0	0	0
rxn19686_d0_f	0	0.12183714
rxn19828_d0_f	2.2954729	0.6539386
rxn19900_d0	0.4625184	0.36420995
rxn19905_d0	0	0
rxn20583_d0_f	0.5904765	0.49641728
rxn20595_y0	63.31432	68.23637
rxn20632_y0	32.427574	34.004448
rxn20643_d0	0	0
rxn23155_d0_f	0	0
rxn23415_d0_f	0	0
rxn23805_d0	0	0.43560883
rxn24109_d0	0	0
rxn24310_d0	0.3742369	0.65192664
rxn24312_d0	1.7624972	1.5611055
rxn24330_d0_f	0	0
rxn24358_d0_f	0.85714304	1.0800514
rxn24360_d0_f	1.1265377	1.1948162
rxn24362_d0_f	0.85714304	1.0800514
rxn24508_d0_f	0.039503813	0
rxn25197_d0_f	0.68990296	0.27472404
rxn25637_d0_f	0.11398864	0
rxn25641_d0_f	1.1930441	1.1930441
rxn25647_d0_f	1.9919921	1.637989
rxn25649_d0_f	0.2819245	0.48411238
rxn25661_d0_f	0.6801415	0.698649
rxn25662_d0_f	0.046534836	0.14089417
rxn25716_d0_f	0	0
rxn25718_d0_f	0.67851055	0.60274225
rxn25719_d0_f	0	0
rxn25743_d0_f	1.367458	1.1384009
rxn25747_d0_f	1.1219733	0.9700782
rxn25750_d0_f	2.817252	2.4726114
rxn25762_d0	0	0
rxn26013_d0	0	0
rxn26037_d0_f	0.020250201	0.06276262
rxn26477_d0_f	4.606299	4.376474
rxn26754_d0	125.55551	135.33762
rxn27029_d0	0	0
rxn27030_d0	0	0
rxn27069_d0_f	0.19940627	0.1986725
rxn27070_d0_f	0.19940653	0.19867244
rxn27071_d0_f	0.19940627	0.1986725
rxn27072_d0_f	0.19940627	0.1986725
rxn27073_d0_f	0.7338956	0.8233471
rxn27259_d0	0	0
rxn27266_d0_f	1.1944269	1.1944269
rxn27318_d0_f	0.007655144	0.14374316
rxn27497_d0	0.15999185	0.20751245
rxn27709_d0	0.016383179	0
rxn27927_d0	0.025848769	0.042643126
rxn28082_d0_f	0.009219766	0.005343199
rxn28083_d0_f	0.3879941	0.9761889
rxn28404_d0	2.875536	2.6862476
rxn28487_d0_f	1.241744	0.52024454
rxn28615_d0_f	1.1900914	1.1782196
rxn29240_d0_f	88.69854	89.12609
rxn29318_d0_o	60.59467	62.288963
rxn29733_d0_o	0	0.8870964
rxn29785_d0_o	7.456087	8.661597
rxn29919_d0_f	0.31841314	0.7913976
rxn31154_d0_i	312.82877	319.17725
rxn31768_d0	3.6658533	3.5515304
rxn33186_d0_i	1.429198	0.95222735
rxn37018_d0_f	4.382393	3.6384552
rxn37266_d0_f	5.9789715	5.265904
rxn37324_d0	0	0
rxn37610_d0	3.8087597	3.7144141
rxn37651_d0_f	0.003881856	0.052395646
rxn37767_d0_f	1.7269137	1.7791004
rxn37768_d0_f	0.7460657	0.6437806
rxn39241_d0_i	0.6909794	0.92578
rxn39242_d0_i	0	0.07631731
rxn44037_d0_f	1.0149999	1.141037
rxn44318_d0	1.5361071	1.3062279
rxn45029_d0_f	5.0583153	5.346052
rxn45526_d0_f	7.3391004	7.51003
rxn46178_d0_f	6.015217	6.085484
rxn48051_d0_f	5.4493346	5.7679358
rxn_cpd00008_c0_i	153.17934	152.5196
rxn_cpd00103_c0_o	0.12504351	0.11246821
bio1_biomass	5.455777	3.9919436
EX_cpd00067_e0_o	245.20906	255.38557
EX_cpd00008_e0_o	4.2571507	5.6936755
EX_cpd00009_e0_o	592.06915	592.00446
EX_cpd00007_e0_o	32.093044	32.296265
EX_cpd00048_e0_o	499.37396	499.37396
EX_cpd00013_e0_o	503.08264	502.92136
rxn00001_d0_r	0.040113296	0.7618987
rxn00069_d0_r	0.95255303	0.53878987
rxn00077_d0_r	9.683998	8.225365
rxn00086_d0_r	0.14344871	0.23119175
rxn00097_d0_r	6.0113487	6.663881
rxn00102_d0_r	3.674464	2.8034754
rxn00117_d0_r	1.8236585	1.8353206
rxn00124_d0_r	4.554976	3.8557212
rxn00148_d0_r	6.6534414	10.190268
rxn00161_d0_r	1.0614691	0.949543
rxn00179_d0_r	0.7176793	5.729988
rxn00191_d0_r	1.961998	2.1137507
rxn00211_d0_r	0	0
rxn00213_d0_r	0.35383344	0.62330556
rxn00237_d0_r	0.15825653	0.05172324
rxn00239_d0_r	0.98611325	0.5798883
rxn00248_d0_r	6.0158625	6.084124
rxn00249_d0_r	7.3462276	7.007711
rxn00257_c0_r	1.9679618	0.9163614
rxn00260_d0_r	0.8510294	0.7772627
rxn00272_d0_r	3.4562824	3.3730679
rxn00275_d0_r	5.3780065	5.2809863
rxn00330_c0	0	0.6681235
rxn00337_d0_r	1.1971653	1.6270546
rxn00361_d0_r	0.95288	0.99684006
rxn00391_d0_r	1.8208387	1.8241524
rxn00392_d0_r	1.2248689	1.2603685
rxn00394_d0_r	0.003243625	0
rxn00409_d0_r	1.1948162	1.1948162
rxn00459_d0_r	0	0
rxn00493_d0_r	0.56346244	0.5798024
rxn00499_c0_r	1.8254325	2.4574177
rxn00506_d0_r	0	0.37795663
rxn00527_d0_r	0.39123714	0.33526003
rxn00611_d0_r	0.23314452	0.60997367
rxn00689_d0_r	6.6467557	5.3014083
rxn00692_d0_r	0.73118764	0.69883215
rxn00693_d0_r	0.11607331	0.60238695
rxn00711_d0	2.8532615	2.1150184
rxn00720_d0_r	0.0967145	0
rxn00747_d0_r	1.781214	1.0563135
rxn00770_d0_r	0.96560144	0.94894904
rxn00777_d0_r	1.1281041	0.07072413
rxn00781_d0_r	25.760178	28.858091
rxn00782_d0_r	27.048218	29.080778
rxn00789_d0	0	0
rxn00790_d0	0.13625653	1.4646618
rxn00791_d0	0.02004764	0.011490386
rxn00799_c0_r	2.6716769	0.36823517
rxn00800_d0_r	1.1822898	1.0580276
rxn00802_d0_r	0	0
rxn00830_d0_r	1.2649086	1.0941972
rxn00832_d0	0	0
rxn00834_d0_r	0	0.40352106
rxn00839_d0_r	1.1948162	1.1948162
rxn00863_d0_r	1.251184	0.74431884
rxn00899_d0_r	1.701194	0.46738216
rxn00907_d0_r	0.5621279	2.049828
rxn00929_d0_r	0.23733206	0.07329038
rxn00931_d0_r	0.6689745	0.6392523
rxn00974_d0_r	0.56725997	0.66664803
rxn01011_d0_r	0	0
rxn01100_d0_r	0.75629187	0.35296693
rxn01101_d0_r	0	0.49349642
rxn01102_d0_r	6.6962566	5.0782537
rxn01106_d0_r	4.91203	12.13946
rxn01111_d0_r	0.954933	0.25119048
rxn01115_d0_r	12.755874	11.355882
rxn01116_d0_r	17.316217	22.802954
rxn01200_d0_r	0	0
rxn01207_d0_r	1.7175467	0.46738216
rxn01208_d0	0	0
rxn01211_d0_r	0	1.875483
rxn01249_d0_r	1.1330993	1.1948162
rxn01257_d0_r	0.46395266	1.1512121
rxn01258_d0_r	1.418247	0.053421855
rxn01301_d0_r	0.11131754	0.4476305
rxn01302_d0_r	0.92286175	0.676023
rxn01334_d0_r	2.0265589	1.9489533
rxn01353_d0_r	1.1948162	1.1948162
rxn01361_c0_r	2.2442029	2.5966513
rxn01362_c0_r	0.5838884	1.8377542
rxn01396_d0_r	3.6579187	3.0051565
rxn01465_d0_r	0	0
rxn01476_d0_r	0	0
rxn01512_d0_r	1.1948162	1.1948162
rxn01539_d0	2.6749318	2.6403015
rxn01636_d0_r	1.1449176	1.1121038
rxn01637_d0_r	0.16761315	0.15727222
rxn01643_d0_r	0.20310277	0.9896891
rxn01652_d0_r	0	0.05305797
rxn01673_d0_r	1.1948162	1.1948162
rxn01678_d0_r	1.1948162	1.1948162
rxn01739_d0_r	2.6629527	2.4824052
rxn01740_d0_r	0	0
rxn01807_d0_r	3.6931405	3.0521684
rxn01917_d0_r	1.0667459	2.6665936
rxn01935_d0_r	0.0983974	0.14035632
rxn01974_d0_r	0.4523722	0.34259546
rxn01975_d0_r	0.36402345	0.313041
rxn02159_d0_r	0.6926046	0.28008723
rxn02213_d0_r	0.982803	1.3708794
rxn02305_d0_r	0	0.03150046
rxn02320_d0_r	0.24764305	0.6460041
rxn02373_d0	0	0
rxn02380_d0_r	0.31223723	0.17376478
rxn02402_d0	0	0
rxn02465_d0_r	0.10561526	0
rxn02474_d0_r	0.93247485	1.4657147
rxn02476_d0_r	0.6667066	3.6835759
rxn02484_d0_r	0.982862	1.2078854
rxn02789_d0_r	0.7519232	0.85124296
rxn02811_d0_r	1.0837666	1.0135612
rxn02832_d0	0	0
rxn02835_d0_r	0	0.70269775
rxn02914_d0_r	1.9961879	2.3382258
rxn02928_d0_r	0.08098177	0.4348627
rxn02929_d0_r	0.92725724	0.79585963
rxn02938_d0_r	0.45991147	16.745436
rxn02988_d0	0	0
rxn03004_d0_r	0.36279464	0.43950105
rxn03062_d0_r	0.29999864	0.09045458
rxn03108_d0_r	0.982862	1.2078854
rxn03135_d0	0.022447	0.05439281
rxn03136_d0_r	0.30467355	0.24032813
rxn03137_d0_r	1.6785065	1.199137
rxn03175_d0_r	0	0.34768724
rxn03907_d0_r	0	0
rxn03908_d0_r	0.17728466	0.35158247
rxn03958_d0_r	0.84451324	0.68963885
rxn03983_d0_r	0	0
rxn04180_d0_r	6.235522	5.7018576
rxn04184_d0_r	3.0037918	2.0700576
rxn04954_c0_r	0.94420785	1.3212783
rxn04996_d0	0	0
rxn05024_d0_r	1.1948162	1.1672462
rxn05105_d0_r	0.59799945	0
rxn05238_c0_o	108.75829	108.756744
rxn05238_d0_i	46.70681	46.70009
rxn05319_c0_o	50.87287	50.965336
rxn05319_d0_i	275.83682	274.3567
rxn05324_d0_r	0.12784338	0.7588408
rxn05325_d0_r	1.084005	0.8744083
rxn05326_d0_r	0.82825136	0.41079748
rxn05330_d0_r	0.90234435	1.122175
rxn05331_d0_r	0.90234435	0.9566775
rxn05335_d0_r	0.90234435	1.2625737
rxn05337_d0_r	1.450186	1.3872828
rxn05338_d0_r	0.42702127	0.4042194
rxn05340_d0_r	1.4501847	1.5174532
rxn05342_d0_r	0.9186138	0.77556944
rxn05343_d0_r	2.3557992	2.4653656
rxn05345_d0_r	4.6765523	4.5776386
rxn05346_d0_r	1.7855673	1.9093255
rxn05348_d0_r	1.7830241	1.7890255
rxn05350_d0_r	3.7777796	3.3413603
rxn05465_d0_r	0.5089886	3.7012086
rxn05467_c0_o	139.49898	136.56226
rxn05467_d0_i	127.23532	135.3791
rxn05468_c0_o	174.62991	174.59956
rxn05468_d0_i	77.25592	76.61527
rxn06556_d0_r	6.4694023	6.026213
rxn07441_d0_r	0.50006646	0.53119516
rxn07579_d0_r	0.9694582	0.6190191
rxn08217_c0_i	1.2221969	0.5510495
rxn08392_d0_r	0.00707574	0.052851975
rxn08436_d0_r	0	0
rxn08730_c0_i	55.734455	50.341885
rxn08730_d0_o	276.00955	280.87387
rxn08766_d0_r	9.686852	9.215382
rxn09118_d0_o	0.09276192	0.24237093
rxn09121_c0_i	11.590212	13.139491
rxn09121_d0_o	202.10776	197.52516
rxn09736_c0_i	106.4124	106.46959
rxn09736_d0_o	50.553062	50.25043
rxn09817_d0_o	0.21909435	0.20386814
rxn09839_d0_o	20.434095	20.50587
rxn10929_d0_i	0.97908485	0.54938656
rxn10967_d0_i	23.469675	21.863176
rxn11013_d0_i	1.0403738	0.5603297
rxn11040_d0_r	11.689026	11.085829
rxn11700_d0_r	0	0
rxn13360_d0_o	0.28030777	0.3821606
rxn13361_d0_i	6.0949445	7.1910043
rxn13365_d0_o	6.6344657	5.8816423
rxn13975_d0_r	0.19006109	0.13464212
rxn13995_d0_r	0.41260982	0.34035134
rxn14059_d0_r	0.41260982	0.34035134
rxn14094_d0_r	0.31068802	0.41092563
rxn14142_d0_r	1.1948162	1.1948162
rxn14156_d0_r	0.41260982	0.34035134
rxn14248_d0_r	0.26868486	0.20472956
rxn14261_d0_r	0	0
rxn14278_d0_r	0.41260982	0.34035122
rxn15021_d0	0	0.07816954
rxn15069_d0_r	1.7266173	0.82910675
rxn15116_d0_r	21.301523	22.22769
rxn15271_d0_r	0.69307864	0.9830241
rxn15280_d0_r	1.0474255	0.9282132
rxn15298_d0_r	0.78076524	1.8221455
rxn15364_d0_r	10.567341	7.7425303
rxn15435_d0_r	1.0483041	1.1730919
rxn15493_d0_r	3.983955	3.6976528
rxn15494_d0_r	0.015620222	0.5850443
rxn17469_d0_r	1.8066934	1.8668242
rxn17744_d0_r	1.6304818	0.46738216
rxn17803_d0_r	1.2492286	0.52021194
rxn18935_d0_r	0.90234435	1.2625737
rxn18936_d0_r	0.90234435	1.2625737
rxn18937_d0_r	0	0.36726952
rxn19027_d0_r	0.28477934	0.5361229
rxn19029_d0_r	0.17812027	0.3449544
rxn19030_d0_r	0.6038703	0.3449098
rxn19240_d0_r	1.6212671	1.0328283
rxn19241_d0_r	1.8683475	1.2112235
rxn19242_d0_r	1.6796656	1.01609
rxn19686_d0_r	0.90234435	1.1260442
rxn19701_d0	0	0
rxn19828_d0_r	21.69525	21.667566
rxn20583_d0_r	6.969738	5.8897605
rxn23155_d0_r	0	0
rxn23415_d0_r	0	0
rxn24330_d0_r	0.81270474	0.08315668
rxn24358_d0_r	0.060723186	0.10602772
rxn24360_d0_r	0.0641799	0
rxn24362_d0_r	0.060723186	0.10602772
rxn24508_d0_r	2.5867271	1.1675923
rxn25197_d0_r	2.1889958	1.0345192
rxn25637_d0_r	1.0882462	1.1930441
rxn25641_d0_r	0	0
rxn25647_d0_r	2.4021528	2.4524786
rxn25649_d0_r	0.9139617	0.71551883
rxn25661_d0_r	0.51145244	0.4951517
rxn25662_d0_r	0.85777944	1.1306771
rxn25716_d0_r	0.60600996	0.67458946
rxn25718_d0_r	0.18864655	0.009929895
rxn25719_d0_r	0.9035865	1.2643118
rxn25743_d0_r	1.1230041	1.0935956
rxn25747_d0_r	1.3664272	1.2624692
rxn25750_d0_r	1.2880089	0.7344845
rxn26037_d0_r	0.24361247	0.49310172
rxn26477_d0_r	9.8866825	9.745474
rxn27069_d0_r	0.36742005	0.41153848
rxn27070_d0_r	0.36742032	0.41153842
rxn27071_d0_r	0.36742005	0.41153848
rxn27072_d0_r	0.36742005	0.41153848
rxn27073_d0_r	0.39726964	0.39711648
rxn27266_d0_r	0	0
rxn27318_d0_r	0.27253473	0.52038145
rxn28082_d0_r	0	0
rxn28083_d0_r	0.55784535	1.0042708
rxn28487_d0_r	0.007563353	0
rxn28615_d0_r	0.4710338	0.4722643
rxn29240_d0_r	94.102455	94.99
rxn29318_d0_i	61.98881	62.11257
rxn29733_d0_i	5.1170654	5.6584945
rxn29785_d0_i	0.5582573	0.6472137
rxn29919_d0_r	5.3135996	8.35592
rxn31154_d0_o	57.10338	47.391136
rxn33186_d0_o	2.8672602	2.4022384
rxn37018_d0_r	5.0230284	4.6335526
rxn37266_d0_r	0.87255126	1.132246
rxn37651_d0_r	0.4778844	0.1916129
rxn37767_d0_r	0.29888827	0.23834202
rxn37768_d0_r	3.1185148	3.2642868
rxn39241_d0_o	0	0.04519391
rxn39242_d0_o	0.8597484	1.0255612
rxn44037_d0_r	0.29497302	0.4247948
rxn45029_d0_r	6.606636	6.779711
rxn45526_d0_r	5.1059356	5.3739233
rxn46178_d0_r	3.9573367	4.356851
rxn48051_d0_r	7.852982	7.883963
rxn_cpd00008_c0_o	157.16835	157.94237
rxn_cpd00103_c0_i	1.8223284	2.1007638
EX_cpd00009_e0_i	392.84058	396.2255
EX_cpd00011_e0_i	40.00692	46.346928
EX_cpd00048_e0_i	500.8548	500.8548
EX_cpd11632_e0_i	256.1339	272.19464
EX_cpd00013_e0_i	497.11206	497.2285
EX_cpd00001_e0_i	251.41147	248.8425
